ts_event,ofi_level_00,ofi_level_01,ofi_level_02,ofi_level_03,ofi_level_04,ofi_level_05,ofi_level_06,ofi_level_07,ofi_level_08,ofi_level_09
2024-10-21 11:55:00+00:00,-0.9035369223112698,2.7801136071115993,0.04633522678519332,-0.13900568035557997,0.11583806696298331,1.853409071407733,0.2038749978548506,0.7181960151704965,1.853409071407733,0.004633522678519332
2024-10-21 11:56:00+00:00,-5.132745856976438,3.5952237796399986,6.306602532787194,0.12429070685055053,0.05063695464281688,-0.38668219909060164,-0.04603359512983353,-0.5063695464281688,-0.46033595129833527,-0.2531847732140844
2024-10-21 11:57:00+00:00,0.9080078075489874,0.0,5.475423965119521,0.0,0.0,0.0,0.0,0.004562853304266268,0.0,0.0
2024-10-21 11:58:00+00:00,2.216405623337696,2.624224258031832,0.22164056233376958,0.017731244986701568,-3.723561447207329,-0.5230717271076962,-1.0372778317220417,-0.39008738970743445,-2.012496305990628,-1.5337526913496855
2024-10-21 11:59:00+00:00,2.078008828996283,3.8336431226765804,2.491868029739777,1.8819702602230484,0.9845492565055762,-1.7948420074349443,1.1152416356877324,0.383364312267658,2.3698884758364316,1.2677160780669146
2024-10-21 12:00:00+00:00,1.6040116896918173,6.287725823591924,1.837739107332625,-9.037460148777896,0.7928400637619554,0.2016471838469713,0.7057651434643996,1.8331562167906483,0.004582890541976621,2.7497343251859725
2024-10-21 12:01:00+00:00,1.3198794623279542,-2.5641211331184897,-0.15127558307483716,2.284261304430041,-0.4727361971088661,-0.45382674922451144,-0.45382674922451144,-0.7941968111428951,-0.586192884414994,-0.211785816304772
2024-10-21 12:02:00+00:00,-1.429173426602895,1.2536609005288553,5.3764143191251765,3.4386127557362887,-0.06805587745728071,0.4728092539137397,0.27222350982912286,-0.6447398917005541,0.9456185078274794,-1.5903583995280335
2024-10-21 12:03:00+00:00,-3.2468694096601074,-1.1352690243566808,1.2617704299278538,0.10055239930016316,0.6000707700171027,0.05189801254201969,0.14271953449055416,1.26501405571173,-0.35355521044250915,1.6218128919381154
2024-10-21 12:04:00+00:00,-1.9502325581395348,1.6279069767441858,1.986046511627907,2.6372093023255814,0.045581395348837206,0.13999999999999999,0.3581395348837209,0.03255813953488372,0.3581395348837209,0.3255813953488372
2024-10-21 12:05:00+00:00,0.0,0.7530526992287918,0.4559768637532134,-1.3990199228791773,-0.65978470437018,-0.15199228791773778,-0.5319730077120822,-1.3817480719794344,-0.1761728791773779,-2.0760764781491003
2024-10-21 12:06:00+00:00,3.1661830688223076,0.4949616211806585,2.35957894541679,3.951836435775734,2.1631656036784337,2.2810136087214476,1.3853687703945416,1.1784800504301394,1.573925578463364,0.14665529516463957
2024-10-21 12:07:00+00:00,0.570055615181969,-0.9600936676748951,0.9300907405600547,1.310127817348034,1.002597814420919,0.127512440238072,1.625158552053859,1.5126475753732072,0.17001658698409602,0.1600156112791492
2024-10-21 12:08:00+00:00,1.0314620604565083,3.6950164229621354,3.1146606199042965,-0.07349483968854728,0.2635677009520316,-0.10390649749070477,-1.6092835586975007,-1.2544808843389965,-0.14698967937709456,0.11657802157493706
2024-10-21 12:09:00+00:00,2.4013775158796973,0.9310476773551696,1.796801102012704,-0.5489553837912299,0.539282161169358,1.5017678120456113,-1.5598071477768425,1.613009872197138,-1.0543812657840361,4.967199816331216
2024-10-21 12:10:00+00:00,0.4401264380726217,-0.041718145788874096,1.0074932208013094,2.6178136482518495,2.400879290149704,-0.19607528520770823,0.8552219886719189,-0.07926447699886077,0.2586525038910194,-3.890217094812509
2024-10-21 12:11:00+00:00,0.0,-1.7541816009557945,2.456690561529271,1.1394862604540024,-1.1499402628434887,1.4719235364396654,-0.704599761051374,0.11290322580645161,3.9746117084826764,4.15442054958184
2024-10-21 12:12:00+00:00,-0.0017047287959135217,4.77324062855786,1.996237420014734,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-21 12:13:00+00:00,-0.3040264474651403,0.9193180673350672,1.3464028387741929,-2.1679981194240363,-0.05067107457752339,-0.8650276302877207,-0.018096812349115494,-0.18096812349115496,-0.027145218523673242,-0.19906493584027043
2024-10-21 12:14:00+00:00,3.077841017473971,-0.9134907572941298,-1.771618438388615,0.690308356364314,-0.6920384524955528,0.09169509495566075,-0.17127951699264932,3.434240820509181,-0.18685038217379926,0.351209514641493
2024-10-21 12:15:00+00:00,-0.038718208498028414,2.912665230192592,2.1101423631425487,2.113662200278733,0.8905187954546535,0.9063580625674833,0.19359104249014206,0.20239063533060306,0.21998982101152506,0.21119022817106406
2024-10-21 12:16:00+00:00,-1.3312324517202165,-1.7767305317425288,-2.380082262166448,-2.145055716012944,0.8664411477599301,-0.8120693348438212,0.09120433134315054,-3.6814979132552494,3.4780420971820676,-0.5630113530990639
2024-10-21 12:17:00+00:00,-1.2826268613335685,-0.7785292026303906,-2.3433728999174757,-0.06033601320385527,-1.167793803945586,-1.3721577196360635,-0.326982265104764,-0.1245646724208625,-3.894592336158529,-3.896538659165105
2024-10-21 12:18:00+00:00,-1.6933626649611215,-5.898749657368166,-0.5092270460098912,-0.7309479129328582,0.17299100606077644,0.0,0.0,0.0,0.0,0.0
2024-10-21 12:19:00+00:00,-1.6284634349141107,-2.505328361406324,0.7515985084218972,-0.9369928071659652,-0.0025053283614063244,-0.25053283614063243,-1.5031970168437945,-0.26305947794766404,-0.15783568676859844,-0.0025053283614063244
2024-10-21 12:20:00+00:00,0.6418221587816675,4.246295402499512,0.513457727025334,-0.06674950451329342,0.0,0.0,0.0,0.256728863512667,0.0,0.0
2024-10-21 12:21:00+00:00,2.2507557662586057,-2.3450282590861913,5.411241088303413,4.845606131337899,2.832888409468947,1.4282282663379215,2.3921645054999843,0.5067146489482726,0.41951259308275585,0.2969583524068946
2024-10-21 12:22:00+00:00,0.0,-1.6653290392647717,6.82914001372918,0.0,0.0645476371808051,0.0,0.0,0.0,0.0,0.0
2024-10-21 12:23:00+00:00,-1.597803007323309,-1.4412076959743467,0.2733782554058153,-1.0537006543311522,-0.002654157819473935,-0.2654157819473935,-1.3270789097369675,-0.2786865710447632,-0.1672119426268579,-0.002654157819473935
2024-10-21 12:24:00+00:00,-0.7166012094009102,1.8355048521496997,-0.6461982835650313,-0.07291731604430314,-2.949379714481641,0.2489246306340004,-0.012571951042121231,0.2388670698003034,-0.09303243771169711,-0.03520146291793945
2024-10-21 12:25:00+00:00,0.348514362135132,-1.0175601814164439,4.187260146528666,0.33070705896034425,-1.0887893941155948,-1.5416036748459123,-1.5517792766600769,-1.7934498197464823,-0.46553378299802306,-0.44263867891615305
2024-10-21 12:26:00+00:00,0.4424540009712405,1.246245436068994,-2.937402950892402,6.5630676810734005,4.921071721913464,1.4920532143863499,2.7407567282385177,1.757525614969094,0.5407771122981828,0.46211862323662894
2024-10-21 12:27:00+00:00,0.5499881839723569,2.2478874858686697,-3.4967138669068194,4.331787669176775,0.5020534339931148,-0.002522881577854848,-0.5045763155709696,-1.5238204730243283,-0.01261440788927424,1.1024992495225687
2024-10-21 12:28:00+00:00,0.7793594431039509,-1.92504240993815,0.0049170942782583655,2.470839874824829,0.9834188556516731,0.05408803706084202,0.228644883939014,1.2292735695645913,0.2581474496085642,0.1548884697651385
2024-10-21 12:29:00+00:00,-1.3065285105841968,-3.9666899752081877,-0.004958362469010234,4.202212192486174,-2.9750174814061405,-0.002479181234505117,-1.2519865234250842,-0.02479181234505117,-0.24791812345051173,-0.03718771851757676
2024-10-21 12:30:00+00:00,-2.4317380994487325,2.5533250044211693,-2.225568999712862,4.255541674035282,2.1515595792948567,0.5286387172714636,2.1145548690858544,0.005286387172714636,0.5286387172714636,2.643193586357318
2024-10-21 12:31:00+00:00,-1.6454728995185588,-7.655722938344464,2.6498524615623547,-1.8912253455505514,-1.618760677123777,-1.3756794533312626,-0.2938344463425998,-0.3071905575399907,-0.3339027799347725,-0.3205466687373816
2024-10-21 12:32:00+00:00,-2.834264350258918,-4.729775081784165,4.053358090751411,0.5015259058988103,-1.0544903662487808,-0.25976469997835816,-0.2957716880941702,-1.5688759107603811,-0.2957716880941702,-0.4449434960025343
2024-10-21 12:33:00+00:00,-0.730106400197637,-2.5306890882295314,3.94153526370041,3.6505320009881848,1.0678780444171843,0.5222469268317617,0.3169856968829598,1.584928484414799,0.2987979929634457,0.4494961111537053
2024-10-21 12:34:00+00:00,-1.0136527687737666,-1.61191690292117,3.3518466555070683,-0.2612507136014862,-1.0476153615419599,-0.26386322073750107,-0.2795382635535903,-1.3323786393675798,-0.27431324928156053,-0.16458794956893633
2024-10-21 12:35:00+00:00,0.036600276714179994,-3.118866437144052,0.5673042890697898,0.2614305479584285,1.045722191833714,0.002614305479584285,0.2614305479584285,1.3071527397921425,0.2745020753563499,0.16470124521380997
2024-10-21 12:36:00+00:00,1.1818101578069617,1.0931743959714397,-0.7534039756019382,0.49242089908623404,0.0,-0.997152320649624,1.2064312027612734,0.012310522477155852,0.11818101578069617,-0.09848417981724682
2024-10-21 12:37:00+00:00,-1.7929562433297759,-1.3728922091782283,5.089434364994664,2.069583778014941,2.3180362860192103,1.062966915688367,-0.9989327641408751,0.025613660618996798,0.13319103521878334,0.128068303094984
