ts_event,ofi_integrated
2024-10-21 11:55:00+00:00,0.7110607653785193
2024-10-21 11:56:00+00:00,0.7382888655137572
2024-10-21 11:57:00+00:00,1.0501388227563884
2024-10-21 11:58:00+00:00,0.37035189454287243
2024-10-21 11:59:00+00:00,1.899926944944037
2024-10-21 12:00:00+00:00,1.5872813702623911
2024-10-21 12:01:00+00:00,-0.3296420919875729
2024-10-21 12:02:00+00:00,1.1088692890069938
2024-10-21 12:03:00+00:00,-0.4557338356444064
2024-10-21 12:04:00+00:00,0.5588826147747318
2024-10-21 12:05:00+00:00,-0.13146055550200078
2024-10-21 12:06:00+00:00,1.9668573493460628
2024-10-21 12:07:00+00:00,0.427851821079259
2024-10-21 12:08:00+00:00,1.3220470489013265
2024-10-21 12:09:00+00:00,1.2125092630997258
2024-10-21 12:10:00+00:00,0.5110448805663593
2024-10-21 12:11:00+00:00,0.4635305070720916
2024-10-21 12:12:00+00:00,1.3180809333931816
2024-10-21 12:13:00+00:00,0.09600082635954302
2024-10-21 12:14:00+00:00,0.21610535681645737
2024-10-21 12:15:00+00:00,1.2946372700003064
2024-10-21 12:16:00+00:00,-1.1526985529851992
2024-10-21 12:17:00+00:00,-1.3879494847071392
2024-10-21 12:18:00+00:00,-1.665146799142321
2024-10-21 12:19:00+00:00,-0.9082315687755282
2024-10-21 12:20:00+00:00,1.0936240897194218
2024-10-21 12:21:00+00:00,1.7378402399640798
2024-10-21 12:22:00+00:00,0.7573850007448009
2024-10-21 12:23:00+00:00,-0.7566885509286411
2024-10-21 12:24:00+00:00,-0.10199919817319192
2024-10-21 12:25:00+00:00,0.10415121979723824
2024-10-21 12:26:00+00:00,1.2096203574114126
2024-10-21 12:27:00+00:00,0.32463109751938257
2024-10-21 12:28:00+00:00,0.09452099475759942
2024-10-21 12:29:00+00:00,-1.1347721973818454
2024-10-21 12:30:00+00:00,0.5516730009354958
2024-10-21 12:31:00+00:00,-1.944540521315321
2024-10-21 12:32:00+00:00,-1.0561120590363144
2024-10-21 12:33:00+00:00,0.49035151744211625
2024-10-21 12:34:00+00:00,-0.21080579121387533
2024-10-21 12:35:00+00:00,-0.35355645738645086
2024-10-21 12:36:00+00:00,0.3507492572350097
2024-10-21 12:37:00+00:00,0.6032650284369625
2024-10-21 12:38:00+00:00,-0.21987971625508035
2024-10-21 12:39:00+00:00,-3.1143192649939726
2024-10-21 12:40:00+00:00,-0.5916938844606263
2024-10-21 12:41:00+00:00,1.160327045193181
2024-10-21 12:42:00+00:00,-1.6969469218739264
2024-10-21 12:43:00+00:00,1.9894778116211222
2024-10-21 12:44:00+00:00,0.2649730759088545
2024-10-21 12:45:00+00:00,-1.3898396526778014
2024-10-21 12:46:00+00:00,1.3018900952729227
2024-10-21 12:47:00+00:00,-0.6946188763921329
2024-10-21 12:48:00+00:00,-0.2818490962463493
2024-10-21 12:49:00+00:00,0.8650822432733614
2024-10-21 12:50:00+00:00,2.282240910922716
2024-10-21 12:51:00+00:00,-0.8500093314548013
2024-10-21 12:52:00+00:00,1.0761214171914364
2024-10-21 12:53:00+00:00,-0.13264668365914492
2024-10-21 12:54:00+00:00,-1.5684088380796037
2024-10-21 12:55:00+00:00,0.808228257959092
2024-10-21 12:56:00+00:00,-1.5357998218087727
2024-10-21 12:57:00+00:00,0.25692645986136103
2024-10-21 12:58:00+00:00,0.5526229932730659
2024-10-21 12:59:00+00:00,-0.26159225073741216
2024-10-21 13:00:00+00:00,-0.6706817194304044
2024-10-21 13:01:00+00:00,-0.3478852648950216
2024-10-21 13:02:00+00:00,-2.549590611175002
2024-10-21 13:03:00+00:00,-13.163884657639029
2024-10-21 13:04:00+00:00,1.3677254968226689
2024-10-21 13:05:00+00:00,-2.727697079915835
